Date,Month,Year,Channel,Campaign_Name,Ad_Spend,Operational_Cost,Impressions,Clicks,Leads_Generated,Customers_Acquired,Total_Cost,Revenue_Generated,AOV,Conversion_Rate,Cost_Per_Acquisition,Month Name
12/6/2022,12,2022,Facebook Ads,Black Friday Push,4823.98,60.65,291373,3983,4636,357,4884.63,6829.4,19.13,0.077,13.68,December
10/5/2022,10,2022,LinkedIn Ads,Summer Promo,537.52,244.01,268727,3435,4411,383,781.53,6740.09,17.6,0.0868,2.04,October
4/3/2020,4,2020,Referral,Black Friday Push,3466.39,251.42,399113,972,541,297,3717.81,590.57,1.99,0.549,12.52,April
11/8/2024,11,2024,Email,Summer Promo,2519.69,423.64,72537,10417,2691,158,2943.33,2876.62,18.21,0.0587,18.63,November
8/15/2022,8,2022,Email,Brand Awareness,1999.48,126.19,241489,13787,238,57,2125.67,13964.89,245,0.2395,37.29,August
10/8/2022,10,2022,Facebook Ads,Discount Week,3200.29,202.88,398783,614,2657,433,3403.17,2580.97,5.96,0.163,7.86,October
3/28/2021,3,2021,Google Search,Summer Promo,3548.9,408.03,75807,19692,2379,48,3956.93,4768.54,99.34,0.0202,82.44,March
5/12/2023,5,2023,Facebook Ads,Holiday Sales,121.38,415.34,130648,10839,2277,328,536.72,7144.6,21.78,0.144,1.64,May
6/30/2022,6,2022,TikTok,Reactivation Campaign,918.07,204.61,375796,2550,971,433,1122.68,15203.15,35.11,0.4459,2.59,June
8/5/2020,8,2020,LinkedIn Ads,Discount Week,3593.93,240.38,471455,6931,894,431,3834.31,11731.54,27.22,0.4821,8.9,August
4/18/2021,4,2021,Instagram,Summer Promo,3365.29,165.58,145401,3686,3868,56,3530.87,13842.2,247.18,0.0145,63.05,April
3/7/2021,3,2021,Google Search,Discount Week,4833.63,467.63,233117,273,3405,65,5301.26,11426.84,175.8,0.0191,81.56,March
12/6/2020,12,2020,Facebook Ads,Discount Week,3829.09,76.95,249780,6347,39,268,3906.04,13735.13,51.25,6.8718,14.57,December
7/4/2021,7,2021,Referral,Discount Week,4758.79,468.2,334936,14945,4547,69,5226.99,256.27,3.71,0.0152,75.75,July
6/23/2024,6,2024,Google Search,Brand Awareness,3542.45,348.26,394444,400,3528,216,3890.71,18631.78,86.26,0.0612,18.01,June
8/5/2023,8,2023,LinkedIn Ads,Holiday Sales,1560.46,275.15,484498,18362,1768,390,1835.61,2396.22,6.14,0.2206,4.71,August
7/1/2023,7,2023,Google Search,Lead Gen Burst,616.29,35.68,214286,4782,3296,89,651.97,8243.73,92.63,0.027,7.33,July
10/23/2024,10,2024,LinkedIn Ads,Lead Gen Burst,3930.94,248.29,38052,1067,2493,449,4179.23,15466.56,34.45,0.1801,9.31,October
12/22/2020,12,2020,Facebook Ads,Summer Promo,3256.33,215.72,451985,18660,2705,281,3472.05,8817.57,31.38,0.1039,12.36,December
1/23/2020,1,2020,LinkedIn Ads,Discount Week,336.11,97.39,47032,15279,1563,257,433.5,18947.48,73.73,0.1644,1.69,January
11/20/2024,11,2024,Google Search,Summer Promo,1864.25,335.08,482937,7220,4695,160,2199.33,9458.26,59.11,0.0341,13.75,November
6/5/2021,6,2021,Referral,Brand Awareness,4788.32,486.15,296830,13353,2281,490,5274.47,17523.8,35.76,0.2148,10.76,June
11/16/2024,11,2024,Email,Brand Awareness,2551.97,289.85,340125,6257,4011,234,2841.82,16254.4,69.46,0.0583,12.14,November
1/28/2023,1,2023,Google Search,Black Friday Push,2220.37,363.08,99802,12366,4444,131,2583.45,19623.53,149.8,0.0295,19.72,January
3/12/2022,3,2022,LinkedIn Ads,Brand Awareness,2342.73,52.86,457477,2469,1108,49,2395.59,18545.65,378.48,0.0442,48.89,March
4/18/2023,4,2023,Email,Black Friday Push,1123.53,220.48,397025,6290,1424,147,1344.01,17982.85,122.33,0.1032,9.14,April
5/31/2023,5,2023,LinkedIn Ads,Holiday Sales,1906.67,75.85,235337,1943,1483,316,1982.52,14685.77,46.47,0.2131,6.27,May
1/31/2022,1,2022,Referral,Summer Promo,1912.08,314.14,173857,13803,3919,491,2226.22,7466.56,15.21,0.1253,4.53,January
8/9/2024,8,2024,LinkedIn Ads,Reactivation Campaign,356.54,470.47,430763,5372,3747,413,827.01,2301.28,5.57,0.1102,2,August
3/17/2021,3,2021,Facebook Ads,Holiday Sales,3861.08,337.65,305962,11282,2961,434,4198.73,13835.17,31.88,0.1466,9.67,March
6/19/2024,6,2024,Instagram,Brand Awareness,2140.87,56.87,363566,17559,1387,2,2197.74,19577.35,9788.67,0.0014,1098.87,June
2/7/2022,2,2022,Google Search,Holiday Sales,4128.68,190.24,335071,3167,2579,329,4318.92,14586.77,44.34,0.1276,13.13,February
10/12/2022,10,2022,Instagram,Holiday Sales,4266.71,284.32,197753,4211,3389,440,4551.03,18588.84,42.25,0.1298,10.34,October
9/10/2023,9,2023,LinkedIn Ads,Holiday Sales,1138.77,213.54,342609,15573,1574,145,1352.31,16125.23,111.21,0.0921,9.33,September
5/30/2021,5,2021,Referral,Brand Awareness,3321.03,420.15,221934,4092,1899,444,3741.18,3429.67,7.72,0.2338,8.43,May
11/5/2022,11,2022,Google Search,Reactivation Campaign,2414.18,411.04,227599,4483,2248,366,2825.22,5134.23,14.03,0.1628,7.72,November
3/2/2022,3,2022,LinkedIn Ads,Discount Week,4412.77,313.68,114221,14066,1871,420,4726.45,6968.94,16.59,0.2245,11.25,March
12/1/2020,12,2020,Email,Holiday Sales,1157.13,199.26,300477,2708,33,61,1356.39,3531.56,57.89,1.8485,22.24,December
11/17/2024,11,2024,TikTok,Black Friday Push,3421.28,142.56,127457,10960,710,273,3563.84,11716.7,42.92,0.3845,13.05,November
9/14/2020,9,2020,LinkedIn Ads,Brand Awareness,3077.99,70.82,279720,19917,1025,49,3148.81,19513.92,398.24,0.0478,64.26,September
5/11/2021,5,2021,Instagram,Holiday Sales,1546.98,190.35,120875,2994,2068,332,1737.33,15276.88,46.01,0.1605,5.23,May
6/14/2022,6,2022,Google Search,Reactivation Campaign,769.34,218.32,302549,7260,1451,444,987.66,8583.06,19.33,0.306,2.22,June
6/8/2020,6,2020,Instagram,Discount Week,3293.03,344.4,357144,8837,3669,404,3637.43,289.19,0.72,0.1101,9,June
2/7/2024,2,2024,Google Search,Brand Awareness,3719.13,335.92,467995,2036,2992,434,4055.05,6402.87,14.75,0.1451,9.34,February
5/1/2022,5,2022,LinkedIn Ads,Lead Gen Burst,1646.57,53.65,32601,10992,3607,131,1700.22,10629.83,81.14,0.0363,12.98,May
8/14/2024,8,2024,Facebook Ads,Discount Week,3259.68,209.72,331090,17508,3690,43,3469.4,6620.17,153.96,0.0117,80.68,August
11/20/2021,11,2021,Email,Black Friday Push,2036.14,107.25,461572,12211,3373,57,2143.39,2398.49,42.08,0.0169,37.6,November
8/25/2024,8,2024,LinkedIn Ads,Holiday Sales,3594.71,95.27,315260,3057,3586,50,3689.98,8966.75,179.34,0.0139,73.8,August
1/14/2021,1,2021,Instagram,Reactivation Campaign,1076.15,417.11,495041,1019,2767,452,1493.26,5214.41,11.54,0.1634,3.3,January
4/17/2024,4,2024,TikTok,Lead Gen Burst,4462.05,40.12,105186,8822,4042,465,4502.17,18202.8,39.15,0.115,9.68,April
8/14/2022,8,2022,TikTok,Reactivation Campaign,1508.31,221.21,326038,2874,577,178,1729.52,2214.74,12.44,0.3085,9.72,August
11/21/2021,11,2021,Referral,Lead Gen Burst,1902.15,100.74,166707,1261,4093,293,2002.89,1173.22,4,0.0716,6.84,November
12/21/2023,12,2023,Google Search,Brand Awareness,384.65,442.08,270609,279,619,46,826.73,305.22,6.64,0.0743,17.97,December
6/24/2024,6,2024,Instagram,Lead Gen Burst,646.41,287.38,57754,15824,4055,170,933.79,6695.78,39.39,0.0419,5.49,June
7/15/2023,7,2023,Referral,Black Friday Push,2627.72,131.06,230047,14395,330,271,2758.78,13275.66,48.99,0.8212,10.18,July
5/19/2024,5,2024,Instagram,Black Friday Push,1411.2,261.17,93850,3235,3745,417,1672.37,14662.19,35.16,0.1113,4.01,May
12/11/2023,12,2023,Google Search,Summer Promo,4193.85,371.11,372909,15061,363,336,4564.96,9174.58,27.31,0.9256,13.59,December
4/6/2023,4,2023,LinkedIn Ads,Black Friday Push,172,479.9,217191,16935,3782,139,651.9,13749.71,98.92,0.0368,4.69,April
12/2/2022,12,2022,LinkedIn Ads,Discount Week,1957.56,125.81,355835,98,2376,247,2083.37,7326.3,29.66,0.104,8.43,December
4/28/2024,4,2024,TikTok,Lead Gen Burst,1752.99,445.37,39871,15223,1726,148,2198.36,13422.56,90.69,0.0857,14.85,April
10/11/2020,10,2020,LinkedIn Ads,Black Friday Push,194.71,468.47,194946,19489,1354,230,663.18,1003.8,4.36,0.1699,2.88,October
1/31/2021,1,2021,LinkedIn Ads,Brand Awareness,709.41,459.88,471949,16820,3701,280,1169.29,7936.91,28.35,0.0757,4.18,January
1/12/2020,1,2020,Facebook Ads,Reactivation Campaign,2126.85,325,292655,1019,3901,125,2451.85,15858.82,126.87,0.032,19.61,January
6/18/2024,6,2024,TikTok,Reactivation Campaign,2515.04,322.31,344104,14603,4265,192,2837.35,16099.52,83.85,0.045,14.78,June
8/18/2023,8,2023,Referral,Summer Promo,2081.02,213.54,443037,5870,1601,374,2294.56,14379.75,38.45,0.2336,6.14,August
6/30/2023,6,2023,Email,Reactivation Campaign,2701.59,381.15,328920,14342,1632,80,3082.74,4243.92,53.05,0.049,38.53,June
5/13/2021,5,2021,Facebook Ads,Lead Gen Burst,3016.15,275.02,250200,3102,2507,94,3291.17,5094.66,54.2,0.0375,35.01,May
1/23/2022,1,2022,Referral,Summer Promo,148.63,345.17,202239,11659,3813,226,493.8,19922.56,88.15,0.0593,2.18,January
2/4/2020,2,2020,Google Search,Lead Gen Burst,2374.07,225.66,469351,2352,197,65,2599.73,2246.88,34.57,0.3299,40,February
12/27/2021,12,2021,Facebook Ads,Brand Awareness,4821.15,371.12,307606,2333,2679,88,5192.27,3777.12,42.92,0.0328,59,December
4/28/2022,4,2022,Referral,Summer Promo,2643.26,415.75,455598,15435,3850,88,3059.01,2774.52,31.53,0.0229,34.76,April
3/30/2020,3,2020,Google Search,Holiday Sales,3419.96,90.29,484410,9849,2582,201,3510.25,6687.57,33.27,0.0778,17.46,March
2/14/2022,2,2022,TikTok,Discount Week,1628.13,419.81,235453,15670,96,214,2047.94,4361.48,20.38,2.2292,9.57,February
8/27/2021,8,2021,Email,Discount Week,3892.56,279.34,33574,172,4239,204,4171.9,10054.22,49.29,0.0481,20.45,August
8/27/2022,8,2022,Google Search,Lead Gen Burst,3887.32,425.44,103072,9522,485,401,4312.76,9625.21,24,0.8268,10.76,August
6/13/2024,6,2024,LinkedIn Ads,Reactivation Campaign,2654.35,227.02,436126,3777,2921,382,2881.37,18049.81,47.25,0.1308,7.54,June
10/18/2022,10,2022,Instagram,Holiday Sales,4882.47,201.94,205603,13782,4440,89,5084.41,887.85,9.98,0.02,57.13,October
2/21/2021,2,2021,Google Search,Summer Promo,715.2,459.23,157258,5008,1080,476,1174.43,6533.62,13.73,0.4407,2.47,February
4/24/2020,4,2020,Google Search,Holiday Sales,183.04,140.56,488997,574,2518,61,323.6,12013.83,196.95,0.0242,5.3,April
9/8/2021,9,2021,Email,Holiday Sales,3873.78,425.22,154885,9129,803,271,4299,12175.07,44.93,0.3375,15.86,September
5/4/2023,5,2023,Instagram,Reactivation Campaign,4055.06,252.33,210884,8449,4575,94,4307.39,9706.5,103.26,0.0205,45.82,May
4/5/2022,4,2022,LinkedIn Ads,Summer Promo,689.02,266.77,217597,16582,3954,307,955.79,16350.18,53.26,0.0776,3.11,April
3/4/2024,3,2024,Referral,Brand Awareness,1401.36,168.06,341426,16871,609,27,1569.42,1441.9,53.4,0.0443,58.13,March
7/7/2024,7,2024,Referral,Reactivation Campaign,186.01,295.06,110779,10444,2984,214,481.07,16346.66,76.39,0.0717,2.25,July
2/25/2024,2,2024,Google Search,Holiday Sales,1537.21,176.1,19557,3799,4921,74,1713.31,9996.13,135.08,0.015,23.15,February
1/3/2023,1,2023,Instagram,Holiday Sales,3888.4,38.85,160132,11403,602,61,3927.25,2848.46,46.7,0.1013,64.38,January
2/16/2021,2,2021,Instagram,Brand Awareness,2638.01,150.56,453082,14059,1537,186,2788.57,17736.9,95.36,0.121,14.99,February
10/31/2023,10,2023,LinkedIn Ads,Holiday Sales,1805.67,23.06,335248,11487,518,31,1828.73,13054.73,421.12,0.0598,58.99,October
12/14/2023,12,2023,Email,Holiday Sales,1921.52,489.61,232977,5386,1882,219,2411.13,3438.2,15.7,0.1164,11.01,December
12/29/2021,12,2021,TikTok,Holiday Sales,106.63,483.56,478793,4601,3977,12,590.19,866.26,72.19,0.003,49.18,December
7/24/2023,7,2023,Referral,Discount Week,1569.02,209.67,138152,2873,3848,302,1778.69,2993.97,9.91,0.0785,5.89,July
10/17/2022,10,2022,Email,Reactivation Campaign,3267.65,369.62,145926,12966,1704,415,3637.27,12254.2,29.53,0.2435,8.76,October
1/30/2022,1,2022,Facebook Ads,Black Friday Push,4873.55,185.99,385157,15217,1034,32,5059.54,3750.07,117.19,0.0309,158.11,January
11/6/2021,11,2021,Referral,Reactivation Campaign,4250.6,342.12,199767,8727,4600,160,4592.72,4670.11,29.19,0.0348,28.7,November
11/18/2023,11,2023,Email,Brand Awareness,215.62,406.61,159097,14918,721,489,622.23,697.77,1.43,0.6782,1.27,November
4/1/2021,4,2021,Referral,Holiday Sales,4502.95,474.44,185054,8441,4091,237,4977.39,14514.03,61.24,0.0579,21,April
7/8/2022,7,2022,TikTok,Reactivation Campaign,3937.67,212.1,42081,12708,670,227,4149.77,16245.22,71.56,0.3388,18.28,July
7/10/2020,7,2020,Facebook Ads,Discount Week,3923.84,395.98,398584,18416,2213,181,4319.82,15977.59,88.27,0.0818,23.87,July
1/8/2022,1,2022,TikTok,Brand Awareness,2344.18,147.65,231693,9713,1084,317,2491.83,2725.85,8.6,0.2924,7.86,January
9/8/2024,9,2024,LinkedIn Ads,Lead Gen Burst,2050.23,495.36,382325,2361,232,46,2545.59,18085.36,393.16,0.1983,55.34,September
1/27/2023,1,2023,Facebook Ads,Reactivation Campaign,1584.29,32.37,290238,7275,153,341,1616.66,13511.12,39.62,2.2288,4.74,January
4/20/2024,4,2024,Google Search,Lead Gen Burst,421.9,309.69,440256,11615,1074,458,731.59,17971.07,39.24,0.4264,1.6,April
9/4/2022,9,2022,Email,Holiday Sales,1218.35,336.56,329910,10320,4732,80,1554.91,9053.78,113.17,0.0169,19.44,September
10/5/2022,10,2022,Facebook Ads,Discount Week,1308.36,350.26,346197,13610,1368,135,1658.62,8851.71,65.57,0.0987,12.29,October
4/5/2020,4,2020,LinkedIn Ads,Discount Week,2471.98,77.79,156063,17038,4513,260,2549.77,15733.82,60.51,0.0576,9.81,April
8/14/2024,8,2024,LinkedIn Ads,Reactivation Campaign,3762.48,470.49,264445,16015,1760,475,4232.97,2047.3,4.31,0.2699,8.91,August
10/24/2021,10,2021,TikTok,Brand Awareness,2421.67,106.97,160682,5835,524,308,2528.64,10513.31,34.13,0.5878,8.21,October
4/28/2023,4,2023,Referral,Brand Awareness,383.44,318.92,82463,12117,3549,247,702.36,16760.41,67.86,0.0696,2.84,April
10/25/2024,10,2024,Facebook Ads,Discount Week,4793.17,126.88,166750,8790,2327,473,4920.05,16637.81,35.18,0.2033,10.4,October
2/6/2020,2,2020,Email,Brand Awareness,4719.35,167.46,287610,13703,1107,159,4886.81,19131.43,120.32,0.1436,30.73,February
12/8/2024,12,2024,Facebook Ads,Discount Week,3947.43,282.3,474656,17272,602,203,4229.73,14025.8,69.09,0.3372,20.84,December
10/24/2023,10,2023,Instagram,Reactivation Campaign,4957.51,220.25,435091,3865,3278,112,5177.76,4313.86,38.52,0.0342,46.23,October
9/14/2024,9,2024,Referral,Black Friday Push,2767.96,96.91,27081,17281,4054,468,2864.87,601.55,1.29,0.1154,6.12,September
3/28/2024,3,2024,Email,Discount Week,4817.56,102.05,25354,4759,2610,292,4919.61,9692.43,33.19,0.1119,16.85,March
10/5/2020,10,2020,Email,Lead Gen Burst,470.46,220.71,94297,4557,2193,438,691.17,10371.34,23.68,0.1997,1.58,October
8/4/2020,8,2020,Google Search,Brand Awareness,1891.84,383.5,281444,6625,4830,310,2275.34,4957.2,15.99,0.0642,7.34,August
5/16/2022,5,2022,TikTok,Discount Week,1204.37,451.02,65384,4823,593,119,1655.39,2669.01,22.43,0.2007,13.91,May
5/22/2022,5,2022,Google Search,Discount Week,1059.58,60.38,358171,12496,4477,383,1119.96,11806.92,30.83,0.0855,2.92,May
12/26/2024,12,2024,Email,Reactivation Campaign,789.93,208.69,122684,10514,1412,17,998.62,15332.26,901.9,0.012,58.74,December
7/20/2023,7,2023,Referral,Brand Awareness,3149.83,68.12,324036,15914,4851,493,3217.95,19864.45,40.29,0.1016,6.53,July
3/2/2020,3,2020,Facebook Ads,Black Friday Push,3928.48,27.96,36525,3370,4727,331,3956.44,15214.39,45.96,0.07,11.95,March
8/18/2021,8,2021,Facebook Ads,Reactivation Campaign,2933.66,337.62,420748,10800,3395,414,3271.28,15913.92,38.44,0.1219,7.9,August
12/29/2021,12,2021,Referral,Black Friday Push,820.12,309.18,7464,4748,3445,227,1129.3,12405.93,54.65,0.0659,4.97,December
9/27/2023,9,2023,Email,Reactivation Campaign,4074.51,98.25,17562,17998,1634,361,4172.76,19721.27,54.63,0.2209,11.56,September
1/31/2021,1,2021,LinkedIn Ads,Brand Awareness,3216.18,132.23,370536,18274,999,486,3348.41,12871.14,26.48,0.4865,6.89,January
11/29/2021,11,2021,Facebook Ads,Summer Promo,2002.01,31.38,56514,6108,4803,406,2033.39,17233.02,42.45,0.0845,5.01,November
11/8/2022,11,2022,LinkedIn Ads,Brand Awareness,3403.24,420.77,376572,776,2064,117,3824.01,18926.54,161.77,0.0567,32.68,November
6/25/2020,6,2020,Facebook Ads,Brand Awareness,1373.53,487.85,113564,6747,4577,43,1861.38,18611.2,432.82,0.0094,43.29,June
6/23/2024,6,2024,Facebook Ads,Black Friday Push,1791.44,85.02,371191,11960,2991,368,1876.46,7752.02,21.07,0.123,5.1,June
1/30/2021,1,2021,TikTok,Black Friday Push,4595.68,131.11,468435,9307,405,115,4726.79,1757.51,15.28,0.284,41.1,January
3/20/2021,3,2021,TikTok,Brand Awareness,1523.47,436.84,33634,13013,2860,283,1960.31,3603.1,12.73,0.099,6.93,March
6/10/2023,6,2023,Instagram,Brand Awareness,2402.94,464.7,263204,16716,2229,37,2867.64,1372.62,37.1,0.0166,77.5,June
3/16/2020,3,2020,Google Search,Brand Awareness,4461.69,221.42,272413,1131,3417,302,4683.11,2286.86,7.57,0.0884,15.51,March
9/21/2020,9,2020,Referral,Black Friday Push,3567.83,44.3,195215,19315,61,113,3612.13,3856.09,34.12,1.8525,31.97,September
3/30/2021,3,2021,Referral,Brand Awareness,404.8,38.91,24065,10826,1880,35,443.71,6953.67,198.68,0.0186,12.68,March
12/24/2024,12,2024,Referral,Brand Awareness,821.78,295.5,266039,14246,4548,132,1117.28,10962.09,83.05,0.029,8.46,December
12/18/2021,12,2021,Instagram,Holiday Sales,138.42,208.59,344003,19404,4303,336,347.01,14291.3,42.53,0.0781,1.03,December
1/4/2022,1,2022,TikTok,Summer Promo,3191.52,33.75,144424,9394,3773,336,3225.27,4376.36,13.02,0.0891,9.6,January
11/8/2023,11,2023,Email,Lead Gen Burst,2293.6,299.96,443953,16008,4838,469,2593.56,13515.94,28.82,0.0969,5.53,November
5/6/2024,5,2024,LinkedIn Ads,Summer Promo,757.95,25.43,105127,11739,4302,410,783.38,14144.33,34.5,0.0953,1.91,May
4/30/2022,4,2022,LinkedIn Ads,Holiday Sales,4793.88,397.94,97426,17381,1358,377,5191.82,11260.72,29.87,0.2776,13.77,April
3/9/2024,3,2024,Email,Lead Gen Burst,2695.33,167.09,426232,4810,2415,228,2862.42,18091.63,79.35,0.0944,12.55,March
10/22/2023,10,2023,Instagram,Reactivation Campaign,1285.28,39.32,193376,13486,4992,147,1324.6,2397.7,16.31,0.0294,9.01,October
5/23/2020,5,2020,Email,Brand Awareness,2552.96,302.41,12962,116,4316,122,2855.37,3707,30.39,0.0283,23.4,May
6/3/2022,6,2022,Referral,Holiday Sales,3430.14,210.89,34302,614,2607,81,3641.03,8687.56,107.25,0.0311,44.95,June
12/28/2022,12,2022,Google Search,Reactivation Campaign,473.57,487.42,348526,13443,2939,173,960.99,2708.91,15.66,0.0589,5.55,December
1/27/2023,1,2023,Facebook Ads,Brand Awareness,1446.05,281.22,5011,3720,27,154,1727.27,11412.66,74.11,5.7037,11.22,January
1/30/2021,1,2021,LinkedIn Ads,Black Friday Push,4054.13,152.11,392860,2301,2207,150,4206.24,8088.33,53.92,0.068,28.04,January
11/14/2022,11,2022,TikTok,Discount Week,2352.36,360.53,20782,12999,1214,375,2712.89,5835,15.56,0.3089,7.23,November
8/5/2022,8,2022,TikTok,Holiday Sales,2778.23,150.32,199763,854,2301,58,2928.55,3565.8,61.48,0.0252,50.49,August
6/9/2022,6,2022,Instagram,Black Friday Push,2220.8,454.04,121654,9633,753,63,2674.84,6839.7,108.57,0.0837,42.46,June
2/1/2024,2,2024,TikTok,Holiday Sales,315.11,199.87,433941,17669,809,156,514.98,12237.6,78.45,0.1928,3.3,February
2/16/2024,2,2024,Referral,Holiday Sales,912.17,283.94,10196,12274,138,449,1196.11,11600.55,25.84,3.2536,2.66,February
5/7/2024,5,2024,LinkedIn Ads,Black Friday Push,2283.15,44.28,44459,6066,4421,428,2327.43,3439.76,8.04,0.0968,5.44,May
3/20/2023,3,2023,Email,Lead Gen Burst,1125.01,224.54,88245,13086,2442,356,1349.55,2673.41,7.51,0.1458,3.79,March
3/13/2023,3,2023,Referral,Summer Promo,344.9,419.53,79863,19983,438,427,764.43,728.2,1.71,0.9749,1.79,March
7/22/2021,7,2021,Instagram,Brand Awareness,4233.88,406.71,386350,12442,4973,421,4640.59,446.03,1.06,0.0847,11.02,July
11/28/2022,11,2022,Referral,Holiday Sales,4907.84,127.67,251463,7988,3676,322,5035.51,17620.25,54.72,0.0876,15.64,November
4/18/2020,4,2020,Email,Brand Awareness,3986.4,128.52,364154,4191,3741,401,4114.92,1092.76,2.73,0.1072,10.26,April
9/12/2024,9,2024,Google Search,Discount Week,4283.55,412.31,33769,9596,4044,168,4695.86,14678.18,87.37,0.0415,27.95,September
12/1/2022,12,2022,Instagram,Black Friday Push,1285.69,466.59,370673,5385,2103,166,1752.28,17465.3,105.21,0.0789,10.56,December
4/24/2023,4,2023,Google Search,Brand Awareness,4807.07,65.77,257433,5127,2922,85,4872.84,2141.55,25.19,0.0291,57.33,April
7/23/2022,7,2022,Facebook Ads,Black Friday Push,1064.94,236.03,25700,13297,257,445,1300.97,8838.77,19.86,1.7315,2.92,July
2/1/2021,2,2021,Google Search,Brand Awareness,4762.01,181.98,247864,5661,4839,137,4943.99,19253.6,140.54,0.0283,36.09,February
5/31/2023,5,2023,Facebook Ads,Summer Promo,4974.61,437.93,212428,8139,1134,461,5412.54,16715.95,36.26,0.4065,11.74,May
9/25/2021,9,2021,Facebook Ads,Summer Promo,3587.44,60.09,470643,2942,3269,459,3647.53,9896.14,21.56,0.1404,7.95,September
3/2/2023,3,2023,Google Search,Summer Promo,4907.6,121.34,232237,5627,306,189,5028.94,15298.91,80.95,0.6176,26.61,March
4/1/2023,4,2023,Instagram,Summer Promo,2890.74,381.18,268413,17993,1982,464,3271.92,16700.88,35.99,0.2341,7.05,April
5/23/2023,5,2023,Email,Summer Promo,1371.75,44.62,384775,6733,2768,400,1416.37,7090.93,17.73,0.1445,3.54,May
1/2/2022,1,2022,Referral,Summer Promo,2241.28,256.42,307024,1557,4010,379,2497.7,17864.63,47.14,0.0945,6.59,January
8/22/2020,8,2020,Referral,Black Friday Push,3008.45,232.21,115003,16385,3246,2,3240.66,9515.37,4757.69,0.0006,1620.33,August
10/19/2021,10,2021,Email,Holiday Sales,458.1,180.51,140392,2113,3062,106,638.61,10650.59,100.48,0.0346,6.02,October
1/20/2022,1,2022,LinkedIn Ads,Brand Awareness,3149.48,209.39,50589,2050,555,364,3358.87,19994.21,54.93,0.6559,9.23,January
8/10/2021,8,2021,LinkedIn Ads,Summer Promo,4907.77,274.37,251606,15616,1592,72,5182.14,16897.4,234.69,0.0452,71.97,August
10/29/2022,10,2022,Facebook Ads,Black Friday Push,1031.53,97.46,208348,1344,1827,427,1128.99,7363.05,17.24,0.2337,2.64,October
1/2/2023,1,2023,Facebook Ads,Black Friday Push,3983.72,294.56,36897,15146,3222,126,4278.28,404.84,3.21,0.0391,33.95,January
8/11/2022,8,2022,Instagram,Black Friday Push,4548.7,406.61,190637,4115,3501,170,4955.31,12598.25,74.11,0.0486,29.15,August
5/6/2021,5,2021,TikTok,Holiday Sales,4724.14,384.88,163002,14140,4414,205,5109.02,14137.49,68.96,0.0464,24.92,May
7/1/2022,7,2022,Google Search,Brand Awareness,4804.66,93.87,189305,18037,4284,313,4898.53,13085.89,41.81,0.0731,15.65,July
6/30/2023,6,2023,Facebook Ads,Holiday Sales,2655.15,91.64,214893,17756,717,337,2746.79,19363.67,57.46,0.47,8.15,June
6/7/2023,6,2023,Referral,Lead Gen Burst,4888.81,148.72,277524,18875,2180,487,5037.53,17286.83,35.5,0.2234,10.34,June
3/22/2024,3,2024,Instagram,Reactivation Campaign,3810.82,193.32,208968,17532,4077,472,4004.14,9086.87,19.25,0.1158,8.48,March
4/12/2023,4,2023,Google Search,Black Friday Push,892.19,216.06,71934,9368,3854,195,1108.25,1444.58,7.41,0.0506,5.68,April
8/3/2024,8,2024,Instagram,Lead Gen Burst,2436.81,346.25,56830,8538,2438,158,2783.06,9625.96,60.92,0.0648,17.61,August
4/6/2023,4,2023,Google Search,Discount Week,3619.82,47.21,268673,11291,3306,141,3667.03,13847.03,98.21,0.0426,26.01,April
6/18/2020,6,2020,Google Search,Summer Promo,1311.97,36.64,253364,10467,275,275,1348.61,12232.65,44.48,1,4.9,June
11/17/2023,11,2023,Email,Reactivation Campaign,3239.01,208.12,357742,15624,1799,7,3447.13,10855.11,1550.73,0.0039,492.45,November
8/3/2022,8,2022,Facebook Ads,Summer Promo,3366.34,354.64,234294,15352,4911,393,3720.98,9482.62,24.13,0.08,9.47,August
3/5/2022,3,2022,Instagram,Holiday Sales,897.23,112.85,83987,14700,2467,467,1010.08,6016.49,12.88,0.1893,2.16,March
9/25/2021,9,2021,Instagram,Reactivation Campaign,2868.92,327.92,50178,13400,4298,493,3196.84,5691.47,11.54,0.1147,6.48,September
5/2/2023,5,2023,Email,Brand Awareness,3880.97,144.72,139009,2146,3399,54,4025.69,10104.58,187.12,0.0159,74.55,May
3/20/2024,3,2024,Referral,Lead Gen Burst,2544.59,445.32,385096,11851,1084,104,2989.91,3379.94,32.5,0.0959,28.75,March
1/29/2020,1,2020,Referral,Brand Awareness,159.31,449.93,40886,18642,2883,342,609.24,6945.57,20.31,0.1186,1.78,January
4/3/2023,4,2023,LinkedIn Ads,Holiday Sales,144.29,162.7,50699,16609,4728,338,306.99,6614.79,19.57,0.0715,0.91,April
12/16/2023,12,2023,Facebook Ads,Summer Promo,1849.44,130.4,77396,7219,608,61,1979.84,11825.23,193.86,0.1003,32.46,December
12/4/2020,12,2020,Facebook Ads,Reactivation Campaign,4638.35,217.43,91678,13338,1590,87,4855.78,1520.31,17.47,0.0547,55.81,December
7/29/2024,7,2024,TikTok,Brand Awareness,1220.52,135.46,26279,10744,3062,258,1355.98,16627.44,64.45,0.0843,5.26,July
2/28/2024,2,2024,Email,Brand Awareness,3208.38,342.74,432322,12241,3990,178,3551.12,11335.09,63.68,0.0446,19.95,February
